"Notes"	"State"	"State Code"	"Year"	"Year Code"	"UCD - Injury Intent"	"UCD - Injury Intent Code"	Deaths	Population	Crude Rate
	"Montana"	"30"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	7987	989415	807.2
	"Montana"	"30"	"2011"	"2011"	"Unintentional"	"1"	609	998199	61.0
	"Montana"	"30"	"2011"	"2011"	"Suicide"	"2"	232	998199	23.2
	"Montana"	"30"	"2011"	"2011"	"Homicide"	"3"	27	998199	2.7
	"Montana"	"30"	"2011"	"2011"	"Undetermined "	"4"	38	998199	3.8
	"Montana"	"30"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	8209	998199	822.4
	"Montana"	"30"	"2012"	"2012"	"Unintentional"	"1"	572	1005141	56.9
	"Montana"	"30"	"2012"	"2012"	"Suicide"	"2"	233	1005141	23.2
	"Montana"	"30"	"2012"	"2012"	"Homicide"	"3"	24	1005141	2.4
	"Montana"	"30"	"2012"	"2012"	"Undetermined "	"4"	24	1005141	2.4
	"Montana"	"30"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	8120	1005141	807.8
	"Montana"	"30"	"2013"	"2013"	"Unintentional"	"1"	623	1015165	61.4
	"Montana"	"30"	"2013"	"2013"	"Suicide"	"2"	243	1015165	23.9
	"Montana"	"30"	"2013"	"2013"	"Homicide"	"3"	33	1015165	3.3
	"Montana"	"30"	"2013"	"2013"	"Undetermined "	"4"	38	1015165	3.7
	"Montana"	"30"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	8567	1015165	843.9
	"Montana"	"30"	"2014"	"2014"	"Unintentional"	"1"	581	1023579	56.8
	"Montana"	"30"	"2014"	"2014"	"Suicide"	"2"	251	1023579	24.5
	"Montana"	"30"	"2014"	"2014"	"Homicide"	"3"	30	1023579	2.9
	"Montana"	"30"	"2014"	"2014"	"Undetermined "	"4"	35	1023579	3.4
	"Montana"	"30"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	8479	1023579	828.4
	"Montana"	"30"	"2015"	"2015"	"Unintentional"	"1"	637	1032949	61.7
	"Montana"	"30"	"2015"	"2015"	"Suicide"	"2"	272	1032949	26.3
	"Montana"	"30"	"2015"	"2015"	"Homicide"	"3"	38	1032949	3.7
	"Montana"	"30"	"2015"	"2015"	"Undetermined "	"4"	49	1032949	4.7
	"Montana"	"30"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	8942	1032949	865.7
	"Montana"	"30"	"2016"	"2016"	"Unintentional"	"1"	626	1042520	60.0
	"Montana"	"30"	"2016"	"2016"	"Suicide"	"2"	267	1042520	25.6
	"Montana"	"30"	"2016"	"2016"	"Homicide"	"3"	42	1042520	4.0
	"Montana"	"30"	"2016"	"2016"	"Undetermined "	"4"	35	1042520	3.4
	"Montana"	"30"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	8931	1042520	856.7
	"Montana"	"30"	"2017"	"2017"	"Unintentional"	"1"	579	1050493	55.1
	"Montana"	"30"	"2017"	"2017"	"Suicide"	"2"	311	1050493	29.6
	"Montana"	"30"	"2017"	"2017"	"Homicide"	"3"	42	1050493	4.0
	"Montana"	"30"	"2017"	"2017"	"Undetermined "	"4"	18	1050493	Unreliable
	"Montana"	"30"	"2017"	"2017"	"Non-Injury, no intent classified"	"9"	9244	1050493	880.0
	"Montana"	"30"	"2018"	"2018"	"Unintentional"	"1"	598	1062305	56.3
	"Montana"	"30"	"2018"	"2018"	"Suicide"	"2"	265	1062305	24.9
	"Montana"	"30"	"2018"	"2018"	"Homicide"	"3"	42	1062305	4.0
	"Montana"	"30"	"2018"	"2018"	"Undetermined "	"4"	24	1062305	2.3
	"Montana"	"30"	"2018"	"2018"	"Non-Injury, no intent classified"	"9"	9058	1062305	852.7
	"Nebraska"	"31"	"1999"	"1999"	"Unintentional"	"1"	668	1704764	39.2
	"Nebraska"	"31"	"1999"	"1999"	"Suicide"	"2"	177	1704764	10.4
	"Nebraska"	"31"	"1999"	"1999"	"Homicide"	"3"	61	1704764	3.6
	"Nebraska"	"31"	"1999"	"1999"	"Undetermined "	"4"	28	1704764	1.6
	"Nebraska"	"31"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	14643	1704764	858.9
	"Nebraska"	"31"	"2000"	"2000"	"Unintentional"	"1"	640	1711263	37.4
	"Nebraska"	"31"	"2000"	"2000"	"Suicide"	"2"	193	1711263	11.3
	"Nebraska"	"31"	"2000"	"2000"	"Homicide"	"3"	64	1711263	3.7
	"Nebraska"	"31"	"2000"	"2000"	"Undetermined "	"4"	19	1711263	Unreliable
	"Nebraska"	"31"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	14074	1711263	822.4
	"Nebraska"	"31"	"2001"	"2001"	"Unintentional"	"1"	633	1719836	36.8
	"Nebraska"	"31"	"2001"	"2001"	"Suicide"	"2"	187	1719836	10.9
	"Nebraska"	"31"	"2001"	"2001"	"Homicide"	"3"	44	1719836	2.6
	"Nebraska"	"31"	"2001"	"2001"	"Undetermined "	"4"	36	1719836	2.1
	"Nebraska"	"31"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	14271	1719836	829.8
	"Nebraska"	"31"	"2002"	"2002"	"Unintentional"	"1"	762	1728292	44.1
	"Nebraska"	"31"	"2002"	"2002"	"Suicide"	"2"	201	1728292	11.6
	"Nebraska"	"31"	"2002"	"2002"	"Homicide"	"3"	50	1728292	2.9
	"Nebraska"	"31"	"2002"	"2002"	"Undetermined "	"4"	33	1728292	1.9
	"Nebraska"	"31"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	14691	1728292	850.0
	"Nebraska"	"31"	"2003"	"2003"	"Unintentional"	"1"	696	1738643	40.0
	"Nebraska"	"31"	"2003"	"2003"	"Suicide"	"2"	176	1738643	10.1
	"Nebraska"	"31"	"2003"	"2003"	"Homicide"	"3"	63	1738643	3.6
	"Nebraska"	"31"	"2003"	"2003"	"Undetermined "	"4"	29	1738643	1.7
	"Nebraska"	"31"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	14497	1738643	833.8
	"Nebraska"	"31"	"2004"	"2004"	"Unintentional"	"1"	743	1749370	42.5
	"Nebraska"	"31"	"2004"	"2004"	"Suicide"	"2"	166	1749370	9.5
	"Nebraska"	"31"	"2004"	"2004"	"Homicide"	"3"	39	1749370	2.2
	"Nebraska"	"31"	"2004"	"2004"	"Undetermined "	"4"	19	1749370	Unreliable
	"Nebraska"	"31"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	13688	1749370	782.5
	"Nebraska"	"31"	"2005"	"2005"	"Unintentional"	"1"	704	1761497	40.0
	"Nebraska"	"31"	"2005"	"2005"	"Suicide"	"2"	187	1761497	10.6
	"Nebraska"	"31"	"2005"	"2005"	"Homicide"	"3"	44	1761497	2.5
	"Nebraska"	"31"	"2005"	"2005"	"Undetermined "	"4"	34	1761497	1.9
	"Nebraska"	"31"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	13991	1761497	794.3
	"Nebraska"	"31"	"2006"	"2006"	"Unintentional"	"1"	683	1772693	38.5
	"Nebraska"	"31"	"2006"	"2006"	"Suicide"	"2"	202	1772693	11.4
	"Nebraska"	"31"	"2006"	"2006"	"Homicide"	"3"	55	1772693	3.1
	"Nebraska"	"31"	"2006"	"2006"	"Undetermined "	"4"	33	1772693	1.9
	"Nebraska"	"31"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	13924	1772693	785.5
	"Nebraska"	"31"	"2007"	"2007"	"Unintentional"	"1"	674	1783440	37.8
	"Nebraska"	"31"	"2007"	"2007"	"Suicide"	"2"	181	1783440	10.1
	"Nebraska"	"31"	"2007"	"2007"	"Homicide"	"3"	71	1783440	4.0
	"Nebraska"	"31"	"2007"	"2007"	"Undetermined "	"4"	30	1783440	1.7
	"Nebraska"	"31"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	14304	1783440	802.0
	"Nebraska"	"31"	"2008"	"2008"	"Unintentional"	"1"	714	1796378	39.7
	"Nebraska"	"31"	"2008"	"2008"	"Suicide"	"2"	191	1796378	10.6
	"Nebraska"	"31"	"2008"	"2008"	"Homicide"	"3"	78	1796378	4.3
	"Nebraska"	"31"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	14469	1796378	805.5
	"Nebraska"	"31"	"2009"	"2009"	"Unintentional"	"1"	683	1812683	37.7
	"Nebraska"	"31"	"2009"	"2009"	"Suicide"	"2"	170	1812683	9.4
	"Nebraska"	"31"	"2009"	"2009"	"Homicide"	"3"	48	1812683	2.6
	"Nebraska"	"31"	"2009"	"2009"	"Undetermined "	"4"	24	1812683	1.3
	"Nebraska"	"31"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	13882	1812683	765.8
	"Nebraska"	"31"	"2010"	"2010"	"Unintentional"	"1"	700	1826341	38.3
	"Nebraska"	"31"	"2010"	"2010"	"Suicide"	"2"	193	1826341	10.6
	"Nebraska"	"31"	"2010"	"2010"	"Homicide"	"3"	60	1826341	3.3
	"Nebraska"	"31"	"2010"	"2010"	"Undetermined "	"4"	20	1826341	1.1
	"Nebraska"	"31"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	14198	1826341	777.4
	"Nebraska"	"31"	"2011"	"2011"	"Unintentional"	"1"	678	1842641	36.8
	"Nebraska"	"31"	"2011"	"2011"	"Suicide"	"2"	193	1842641	10.5
	"Nebraska"	"31"	"2011"	"2011"	"Homicide"	"3"	67	1842641	3.6
	"Nebraska"	"31"	"2011"	"2011"	"Undetermined "	"4"	30	1842641	1.6
	"Nebraska"	"31"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	14508	1842641	787.3
	"Nebraska"	"31"	"2012"	"2012"	"Unintentional"	"1"	792	1855525	42.7
	"Nebraska"	"31"	"2012"	"2012"	"Suicide"	"2"	232	1855525	12.5
	"Nebraska"	"31"	"2012"	"2012"	"Homicide"	"3"	64	1855525	3.4
	"Nebraska"	"31"	"2012"	"2012"	"Undetermined "	"4"	14	1855525	Unreliable
	"Nebraska"	"31"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	14557	1855525	784.5
	"Nebraska"	"31"	"2013"	"2013"	"Unintentional"	"1"	703	1868516	37.6
	"Nebraska"	"31"	"2013"	"2013"	"Suicide"	"2"	220	1868516	11.8
	"Nebraska"	"31"	"2013"	"2013"	"Homicide"	"3"	75	1868516	4.0
	"Nebraska"	"31"	"2013"	"2013"	"Undetermined "	"4"	14	1868516	Unreliable
	"Nebraska"	"31"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	14741	1868516	788.9
	"Nebraska"	"31"	"2014"	"2014"	"Unintentional"	"1"	781	1881503	41.5
	"Nebraska"	"31"	"2014"	"2014"	"Suicide"	"2"	251	1881503	13.3
	"Nebraska"	"31"	"2014"	"2014"	"Homicide"	"3"	63	1881503	3.3
	"Nebraska"	"31"	"2014"	"2014"	"Undetermined "	"4"	20	1881503	1.1
	"Nebraska"	"31"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	14862	1881503	789.9
	"Nebraska"	"31"	"2015"	"2015"	"Unintentional"	"1"	799	1896190	42.1
	"Nebraska"	"31"	"2015"	"2015"	"Suicide"	"2"	223	1896190	11.8
	"Nebraska"	"31"	"2015"	"2015"	"Homicide"	"3"	75	1896190	4.0
	"Nebraska"	"31"	"2015"	"2015"	"Undetermined "	"4"	16	1896190	Unreliable
	"Nebraska"	"31"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	15626	1896190	824.1
	"Nebraska"	"31"	"2016"	"2016"	"Unintentional"	"1"	772	1907116	40.5
	"Nebraska"	"31"	"2016"	"2016"	"Suicide"	"2"	246	1907116	12.9
	"Nebraska"	"31"	"2016"	"2016"	"Homicide"	"3"	60	1907116	3.1
	"Nebraska"	"31"	"2016"	"2016"	"Undetermined "	"4"	23	1907116	1.2
	"Nebraska"	"31"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	15109	1907116	792.2
	"Nebraska"	"31"	"2017"	"2017"	"Unintentional"	"1"	811	1920076	42.2
	"Nebraska"	"31"	"2017"	"2017"	"Suicide"	"2"	275	1920076	14.3
	"Nebraska"	"31"	"2017"	"2017"	"Homicide"	"3"	50	1920076	2.6
	"Nebraska"	"31"	"2017"	"2017"	"Undetermined "	"4"	19	1920076	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	"Non-Injury, no intent classified"	"9"	15723	1920076	818.9
	"Nebraska"	"31"	"2018"	"2018"	"Unintentional"	"1"	806	1929268	41.8
	"Nebraska"	"31"	"2018"	"2018"	"Suicide"	"2"	271	1929268	14.0
	"Nebraska"	"31"	"2018"	"2018"	"Homicide"	"3"	35	1929268	1.8
	"Nebraska"	"31"	"2018"	"2018"	"Undetermined "	"4"	19	1929268	Unreliable
	"Nebraska"	"31"	"2018"	"2018"	"Non-Injury, no intent classified"	"9"	15771	1929268	817.5
	"Nevada"	"32"	"1999"	"1999"	"Unintentional"	"1"	710	1934718	36.7
	"Nevada"	"32"	"1999"	"1999"	"Suicide"	"2"	404	1934718	20.9
	"Nevada"	"32"	"1999"	"1999"	"Homicide"	"3"	167	1934718	8.6
	"Nevada"	"32"	"1999"	"1999"	"Undetermined "	"4"	59	1934718	3.0
	"Nevada"	"32"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	13733	1934718	709.8
	"Nevada"	"32"	"2000"	"2000"	"Unintentional"	"1"	730	1998257	36.5
	"Nevada"	"32"	"2000"	"2000"	"Suicide"	"2"	400	1998257	20.0
	"Nevada"	"32"	"2000"	"2000"	"Homicide"	"3"	134	1998257	6.7
	"Nevada"	"32"	"2000"	"2000"	"Undetermined "	"4"	59	1998257	3.0
	"Nevada"	"32"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	13937	1998257	697.5
	"Nevada"	"32"	"2001"	"2001"	"Unintentional"	"1"	739	2098399	35.2
	"Nevada"	"32"	"2001"	"2001"	"Suicide"	"2"	387	2098399	18.4
	"Nevada"	"32"	"2001"	"2001"	"Homicide"	"3"	175	2098399	8.3
	"Nevada"	"32"	"2001"	"2001"	"Undetermined "	"4"	62	2098399	3.0
	"Nevada"	"32"	"2001"	"2001"	"Legal Intervention / Operations of War"	"5"	13	2098399	Unreliable
	"Nevada"	"32"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	14909	2098399	710.5
	"Nevada"	"32"	"2002"	"2002"	"Unintentional"	"1"	860	2173791	39.6
	"Nevada"	"32"	"2002"	"2002"	"Suicide"	"2"	423	2173791	19.5
	"Nevada"	"32"	"2002"	"2002"	"Homicide"	"3"	175	2173791	8.1
	"Nevada"	"32"	"2002"	"2002"	"Undetermined "	"4"	63	2173791	2.9
	"Nevada"	"32"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	15400	2173791	708.4
	"Nevada"	"32"	"2003"	"2003"	"Unintentional"	"1"	911	2248850	40.5
	"Nevada"	"32"	"2003"	"2003"	"Suicide"	"2"	434	2248850	19.3
	"Nevada"	"32"	"2003"	"2003"	"Homicide"	"3"	183	2248850	8.1
	"Nevada"	"32"	"2003"	"2003"	"Undetermined "	"4"	29	2248850	1.3
	"Nevada"	"32"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	16295	2248850	724.6
	"Nevada"	"32"	"2004"	"2004"	"Unintentional"	"1"	1021	2346222	43.5
	"Nevada"	"32"	"2004"	"2004"	"Suicide"	"2"	440	2346222	18.8
	"Nevada"	"32"	"2004"	"2004"	"Homicide"	"3"	186	2346222	7.9
	"Nevada"	"32"	"2004"	"2004"	"Undetermined "	"4"	23	2346222	1.0
	"Nevada"	"32"	"2004"	"2004"	"Legal Intervention / Operations of War"	"5"	11	2346222	Unreliable
	"Nevada"	"32"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	16248	2346222	692.5
	"Nevada"	"32"	"2005"	"2005"	"Unintentional"	"1"	1104	2432143	45.4
	"Nevada"	"32"	"2005"	"2005"	"Suicide"	"2"	480	2432143	19.7
	"Nevada"	"32"	"2005"	"2005"	"Homicide"	"3"	190	2432143	7.8
	"Nevada"	"32"	"2005"	"2005"	"Undetermined "	"4"	27	2432143	1.1
	"Nevada"	"32"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	17221	2432143	708.1
	"Nevada"	"32"	"2006"	"2006"	"Unintentional"	"1"	1091	2522658	43.2
	"Nevada"	"32"	"2006"	"2006"	"Suicide"	"2"	486	2522658	19.3
	"Nevada"	"32"	"2006"	"2006"	"Homicide"	"3"	219	2522658	8.7
	"Nevada"	"32"	"2006"	"2006"	"Undetermined "	"4"	38	2522658	1.5
	"Nevada"	"32"	"2006"	"2006"	"Legal Intervention / Operations of War"	"5"	15	2522658	Unreliable
	"Nevada"	"32"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	17023	2522658	674.8
	"Nevada"	"32"	"2007"	"2007"	"Unintentional"	"1"	1212	2601072	46.6
	"Nevada"	"32"	"2007"	"2007"	"Suicide"	"2"	471	2601072	18.1
	"Nevada"	"32"	"2007"	"2007"	"Homicide"	"3"	188	2601072	7.2
	"Nevada"	"32"	"2007"	"2007"	"Undetermined "	"4"	36	2601072	1.4
	"Nevada"	"32"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	16775	2601072	644.9
	"Nevada"	"32"	"2008"	"2008"	"Unintentional"	"1"	1134	2653630	42.7
	"Nevada"	"32"	"2008"	"2008"	"Suicide"	"2"	528	2653630	19.9
	"Nevada"	"32"	"2008"	"2008"	"Homicide"	"3"	161	2653630	6.1
	"Nevada"	"32"	"2008"	"2008"	"Undetermined "	"4"	41	2653630	1.5
	"Nevada"	"32"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	17467	2653630	658.2
	"Nevada"	"32"	"2009"	"2009"	"Unintentional"	"1"	1025	2684665	38.2
	"Nevada"	"32"	"2009"	"2009"	"Suicide"	"2"	505	2684665	18.8
	"Nevada"	"32"	"2009"	"2009"	"Homicide"	"3"	153	2684665	5.7
	"Nevada"	"32"	"2009"	"2009"	"Undetermined "	"4"	35	2684665	1.3
	"Nevada"	"32"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	17502	2684665	651.9
	"Nevada"	"32"	"2010"	"2010"	"Unintentional"	"1"	1088	2700551	40.3
	"Nevada"	"32"	"2010"	"2010"	"Suicide"	"2"	547	2700551	20.3
	"Nevada"	"32"	"2010"	"2010"	"Homicide"	"3"	164	2700551	6.1
	"Nevada"	"32"	"2010"	"2010"	"Undetermined "	"4"	35	2700551	1.3
	"Nevada"	"32"	"2010"	"2010"	"Legal Intervention / Operations of War"	"5"	11	2700551	Unreliable
	"Nevada"	"32"	"2010"	"2010"	"Non-Injury, no intent classified"	"9"	17778	2700551	658.3
	"Nevada"	"32"	"2011"	"2011"	"Unintentional"	"1"	1155	2723322	42.4
	"Nevada"	"32"	"2011"	"2011"	"Suicide"	"2"	516	2723322	18.9
	"Nevada"	"32"	"2011"	"2011"	"Homicide"	"3"	130	2723322	4.8
	"Nevada"	"32"	"2011"	"2011"	"Undetermined "	"4"	39	2723322	1.4
	"Nevada"	"32"	"2011"	"2011"	"Legal Intervention / Operations of War"	"5"	12	2723322	Unreliable
	"Nevada"	"32"	"2011"	"2011"	"Non-Injury, no intent classified"	"9"	18491	2723322	679.0
	"Nevada"	"32"	"2012"	"2012"	"Unintentional"	"1"	1177	2758931	42.7
	"Nevada"	"32"	"2012"	"2012"	"Suicide"	"2"	524	2758931	19.0
	"Nevada"	"32"	"2012"	"2012"	"Homicide"	"3"	123	2758931	4.5
	"Nevada"	"32"	"2012"	"2012"	"Undetermined "	"4"	29	2758931	1.1
	"Nevada"	"32"	"2012"	"2012"	"Non-Injury, no intent classified"	"9"	18926	2758931	686.0
	"Nevada"	"32"	"2013"	"2013"	"Unintentional"	"1"	1184	2790136	42.4
	"Nevada"	"32"	"2013"	"2013"	"Suicide"	"2"	541	2790136	19.4
	"Nevada"	"32"	"2013"	"2013"	"Homicide"	"3"	151	2790136	5.4
	"Nevada"	"32"	"2013"	"2013"	"Undetermined "	"4"	34	2790136	1.2
	"Nevada"	"32"	"2013"	"2013"	"Non-Injury, no intent classified"	"9"	19553	2790136	700.8
	"Nevada"	"32"	"2014"	"2014"	"Unintentional"	"1"	1166	2839099	41.1
	"Nevada"	"32"	"2014"	"2014"	"Suicide"	"2"	573	2839099	20.2
	"Nevada"	"32"	"2014"	"2014"	"Homicide"	"3"	176	2839099	6.2
	"Nevada"	"32"	"2014"	"2014"	"Undetermined "	"4"	25	2839099	0.9
	"Nevada"	"32"	"2014"	"2014"	"Non-Injury, no intent classified"	"9"	19845	2839099	699.0
	"Nevada"	"32"	"2015"	"2015"	"Unintentional"	"1"	1340	2890845	46.4
	"Nevada"	"32"	"2015"	"2015"	"Suicide"	"2"	558	2890845	19.3
	"Nevada"	"32"	"2015"	"2015"	"Homicide"	"3"	191	2890845	6.6
	"Nevada"	"32"	"2015"	"2015"	"Undetermined "	"4"	32	2890845	1.1
	"Nevada"	"32"	"2015"	"2015"	"Legal Intervention / Operations of War"	"5"	12	2890845	Unreliable
	"Nevada"	"32"	"2015"	"2015"	"Non-Injury, no intent classified"	"9"	20746	2890845	717.6
	"Nevada"	"32"	"2016"	"2016"	"Unintentional"	"1"	1395	2940058	47.4
	"Nevada"	"32"	"2016"	"2016"	"Suicide"	"2"	650	2940058	22.1
	"Nevada"	"32"	"2016"	"2016"	"Homicide"	"3"	211	2940058	7.2
	"Nevada"	"32"	"2016"	"2016"	"Undetermined "	"4"	39	2940058	1.3
	"Nevada"	"32"	"2016"	"2016"	"Non-Injury, no intent classified"	"9"	21598	2940058	734.6
	"Nevada"	"32"	"2017"	"2017"	"Unintentional"	"1"	1496	2998039	49.9
	"Nevada"	"32"	"2017"	"2017"	"Suicide"	"2"	627	2998039	20.9
	"Nevada"	"32"	"2017"	"2017"	"Homicide"	"3"	221	2998039	7.4
	"Nevada"	"32"	"2017"	"2017"	"Undetermined "	"4"	57	2998039	1.9
	"Nevada"	"32"	"2017"	"2017"	"Legal Intervention / Operations of War"	"5"	16	2998039	Unreliable
	"Nevada"	"32"	"2017"	"2017"	"Non-Injury, no intent classified"	"9"	22240	2998039	741.8
	"Nevada"	"32"	"2018"	"2018"	"Unintentional"	"1"	1547	3034392	51.0
	"Nevada"	"32"	"2018"	"2018"	"Suicide"	"2"	657	3034392	21.7
	"Nevada"	"32"	"2018"	"2018"	"Homicide"	"3"	225	3034392	7.4
	"Nevada"	"32"	"2018"	"2018"	"Undetermined "	"4"	38	3034392	1.3
	"Nevada"	"32"	"2018"	"2018"	"Legal Intervention / Operations of War"	"5"	18	3034392	Unreliable
	"Nevada"	"32"	"2018"	"2018"	"Non-Injury, no intent classified"	"9"	22230	3034392	732.6
	"New Hampshire"	"33"	"1999"	"1999"	"Unintentional"	"1"	329	1222014	26.9
	"New Hampshire"	"33"	"1999"	"1999"	"Suicide"	"2"	137	1222014	11.2
	"New Hampshire"	"33"	"1999"	"1999"	"Homicide"	"3"	21	1222014	1.7
	"New Hampshire"	"33"	"1999"	"1999"	"Non-Injury, no intent classified"	"9"	9046	1222014	740.3
	"New Hampshire"	"33"	"2000"	"2000"	"Unintentional"	"1"	321	1235786	26.0
	"New Hampshire"	"33"	"2000"	"2000"	"Suicide"	"2"	131	1235786	10.6
	"New Hampshire"	"33"	"2000"	"2000"	"Homicide"	"3"	15	1235786	Unreliable
	"New Hampshire"	"33"	"2000"	"2000"	"Non-Injury, no intent classified"	"9"	9225	1235786	746.5
	"New Hampshire"	"33"	"2001"	"2001"	"Unintentional"	"1"	374	1255517	29.8
	"New Hampshire"	"33"	"2001"	"2001"	"Suicide"	"2"	167	1255517	13.3
	"New Hampshire"	"33"	"2001"	"2001"	"Homicide"	"3"	28	1255517	2.2
	"New Hampshire"	"33"	"2001"	"2001"	"Undetermined "	"4"	14	1255517	Unreliable
	"New Hampshire"	"33"	"2001"	"2001"	"Non-Injury, no intent classified"	"9"	9232	1255517	735.3
	"New Hampshire"	"33"	"2002"	"2002"	"Unintentional"	"1"	357	1269089	28.1
	"New Hampshire"	"33"	"2002"	"2002"	"Suicide"	"2"	132	1269089	10.4
	"New Hampshire"	"33"	"2002"	"2002"	"Undetermined "	"4"	22	1269089	1.7
	"New Hampshire"	"33"	"2002"	"2002"	"Non-Injury, no intent classified"	"9"	9330	1269089	735.2
	"New Hampshire"	"33"	"2003"	"2003"	"Unintentional"	"1"	405	1279840	31.6
	"New Hampshire"	"33"	"2003"	"2003"	"Suicide"	"2"	158	1279840	12.3
	"New Hampshire"	"33"	"2003"	"2003"	"Homicide"	"3"	20	1279840	1.6
	"New Hampshire"	"33"	"2003"	"2003"	"Undetermined "	"4"	18	1279840	Unreliable
	"New Hampshire"	"33"	"2003"	"2003"	"Non-Injury, no intent classified"	"9"	9105	1279840	711.4
	"New Hampshire"	"33"	"2004"	"2004"	"Unintentional"	"1"	445	1290121	34.5
	"New Hampshire"	"33"	"2004"	"2004"	"Suicide"	"2"	133	1290121	10.3
	"New Hampshire"	"33"	"2004"	"2004"	"Homicide"	"3"	23	1290121	1.8
	"New Hampshire"	"33"	"2004"	"2004"	"Non-Injury, no intent classified"	"9"	9502	1290121	736.5
	"New Hampshire"	"33"	"2005"	"2005"	"Unintentional"	"1"	477	1298492	36.7
	"New Hampshire"	"33"	"2005"	"2005"	"Suicide"	"2"	162	1298492	12.5
	"New Hampshire"	"33"	"2005"	"2005"	"Homicide"	"3"	19	1298492	Unreliable
	"New Hampshire"	"33"	"2005"	"2005"	"Undetermined "	"4"	13	1298492	Unreliable
	"New Hampshire"	"33"	"2005"	"2005"	"Non-Injury, no intent classified"	"9"	9523	1298492	733.4
	"New Hampshire"	"33"	"2006"	"2006"	"Unintentional"	"1"	460	1308389	35.2
	"New Hampshire"	"33"	"2006"	"2006"	"Suicide"	"2"	151	1308389	11.5
	"New Hampshire"	"33"	"2006"	"2006"	"Homicide"	"3"	20	1308389	1.5
	"New Hampshire"	"33"	"2006"	"2006"	"Undetermined "	"4"	14	1308389	Unreliable
	"New Hampshire"	"33"	"2006"	"2006"	"Non-Injury, no intent classified"	"9"	9414	1308389	719.5
	"New Hampshire"	"33"	"2007"	"2007"	"Unintentional"	"1"	527	1312540	40.2
	"New Hampshire"	"33"	"2007"	"2007"	"Suicide"	"2"	158	1312540	12.0
	"New Hampshire"	"33"	"2007"	"2007"	"Homicide"	"3"	14	1312540	Unreliable
	"New Hampshire"	"33"	"2007"	"2007"	"Non-Injury, no intent classified"	"9"	9597	1312540	731.2
	"New Hampshire"	"33"	"2008"	"2008"	"Unintentional"	"1"	488	1315906	37.1
	"New Hampshire"	"33"	"2008"	"2008"	"Suicide"	"2"	179	1315906	13.6
	"New Hampshire"	"33"	"2008"	"2008"	"Homicide"	"3"	22	1315906	1.7
	"New Hampshire"	"33"	"2008"	"2008"	"Undetermined "	"4"	12	1315906	Unreliable
	"New Hampshire"	"33"	"2008"	"2008"	"Non-Injury, no intent classified"	"9"	9566	1315906	727.0
	"New Hampshire"	"33"	"2009"	"2009"	"Unintentional"	"1"	482	1316102	36.6
	"New Hampshire"	"33"	"2009"	"2009"	"Suicide"	"2"	166	1316102	12.6
	"New Hampshire"	"33"	"2009"	"2009"	"Homicide"	"3"	15	1316102	Unreliable
	"New Hampshire"	"33"	"2009"	"2009"	"Undetermined "	"4"	19	1316102	Unreliable
	"New Hampshire"	"33"	"2009"	"2009"	"Non-Injury, no intent classified"	"9"	9418	1316102	715.6
	"New Hampshire"	"33"	"2010"	"2010"	"Unintentional"	"1"	517	1316470	39.3
	"New Hampshire"	"33"	"2010"	"2010"	"Suicide"	"2"	196	1316470	14.9
	"New Hampshire"	"33"	"2010"	"2010"	"Homicide"	"3"	19	1316470	Unreliable
