"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Massachusetts"	"25"	"2017"	"2017"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	60	6859819	0.9
	"Massachusetts"	"25"	"2017"	"2017"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	33	6859819	0.5
	"Massachusetts"	"25"	"2017"	"2017"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	2052	6859819	29.9
	"Massachusetts"	"25"	"2017"	"2017"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	37	6859819	0.5
	"Massachusetts"	"25"	"2017"	"2017"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	35	6859819	0.5
	"Massachusetts"	"25"	"2017"	"2017"	"Essential (primary) hypertension"	"I10"	18	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	88	6859819	1.3
	"Massachusetts"	"25"	"2017"	"2017"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	68	6859819	1.0
	"Massachusetts"	"25"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	14	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Cardiac arrest, unspecified"	"I46.9"	37	6859819	0.5
	"Massachusetts"	"25"	"2017"	"2017"	"Cardiac arrhythmia, unspecified"	"I49.9"	17	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Other specified cerebrovascular diseases"	"I67.8"	26	6859819	0.4
	"Massachusetts"	"25"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	19	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Asthma, unspecified"	"J45.9"	11	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Other and unspecified cirrhosis of liver"	"K74.6"	10	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Anthelminthics"	"T37.4"	12	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Heroin"	"T40.1"	466	6859819	6.8
	"Massachusetts"	"25"	"2017"	"2017"	"Other opioids"	"T40.2"	254	6859819	3.7
	"Massachusetts"	"25"	"2017"	"2017"	"Methadone"	"T40.3"	79	6859819	1.2
	"Massachusetts"	"25"	"2017"	"2017"	"Other synthetic narcotics"	"T40.4"	1649	6859819	24.0
	"Massachusetts"	"25"	"2017"	"2017"	"Cocaine"	"T40.5"	687	6859819	10.0
	"Massachusetts"	"25"	"2017"	"2017"	"Other and unspecified narcotics"	"T40.6"	231	6859819	3.4
	"Massachusetts"	"25"	"2017"	"2017"	"Other and unspecified general anaesthetics"	"T41.2"	10	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Benzodiazepines"	"T42.4"	448	6859819	6.5
	"Massachusetts"	"25"	"2017"	"2017"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	78	6859819	1.1
	"Massachusetts"	"25"	"2017"	"2017"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	50	6859819	0.7
	"Massachusetts"	"25"	"2017"	"2017"	"Other and unspecified antidepressants"	"T43.2"	133	6859819	1.9
	"Massachusetts"	"25"	"2017"	"2017"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	43	6859819	0.6
	"Massachusetts"	"25"	"2017"	"2017"	"Psychostimulants with abuse potential"	"T43.6"	64	6859819	0.9
	"Massachusetts"	"25"	"2017"	"2017"	"Beta-adrenoreceptor antagonists, not elsewhere classified"	"T44.7"	15	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Antiallergic and antiemetic drugs"	"T45.0"	83	6859819	1.2
	"Massachusetts"	"25"	"2017"	"2017"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	24	6859819	0.3
	"Massachusetts"	"25"	"2017"	"2017"	"Antitussives"	"T48.3"	12	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	155	6859819	2.3
	"Massachusetts"	"25"	"2017"	"2017"	"Ethanol"	"T51.0"	402	6859819	5.9
	"Massachusetts"	"25"	"2017"	"2017"	"Alcohol, unspecified"	"T51.9"	83	6859819	1.2
	"Massachusetts"	"25"	"2017"	"2017"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	38	6859819	0.6
	"Massachusetts"	"25"	"2017"	"2017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1434	6859819	20.9
	"Massachusetts"	"25"	"2017"	"2017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	581	6859819	8.5
	"Massachusetts"	"25"	"2017"	"2017"	"Accidental poisoning by and exposure to alcohol"	"X45"	450	6859819	6.6
	"Massachusetts"	"25"	"2017"	"2017"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	19	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	15	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	56	6859819	0.8
	"Massachusetts"	"25"	"2017"	"2017"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	18	6859819	Unreliable
	"Massachusetts"	"25"	"2017"	"2017"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	12	6859819	Unreliable
	"Massachusetts"	"25"	"2018"	"2018"	"Unspecified diabetes mellitus, without complications"	"E14.9"	22	6902149	0.3
	"Massachusetts"	"25"	"2018"	"2018"	"Other obesity"	"E66.8"	22	6902149	0.3
	"Massachusetts"	"25"	"2018"	"2018"	"Obesity, unspecified"	"E66.9"	49	6902149	0.7
	"Massachusetts"	"25"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	17	6902149	Unreliable
	"Massachusetts"	"25"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	11	6902149	Unreliable
	"Massachusetts"	"25"	"2018"	"2018"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	38	6902149	0.6
	"Massachusetts"	"25"	"2018"	"2018"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	15	6902149	Unreliable
	"Massachusetts"	"25"	"2018"	"2018"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	22	6902149	0.3
	"Massachusetts"	"25"	"2018"	"2018"	"Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder"	"F13.9"	23	6902149	0.3
	"Massachusetts"	"25"	"2018"	"2018"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	13	6902149	Unreliable
	"Massachusetts"	"25"	"2018"	"2018"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	40	6902149	0.6
	"Massachusetts"	"25"	"2018"	"2018"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	51	6902149	0.7
	"Massachusetts"	"25"	"2018"	"2018"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	2143	6902149	31.0
	"Massachusetts"	"25"	"2018"	"2018"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	57	6902149	0.8
	"Massachusetts"	"25"	"2018"	"2018"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	35	6902149	0.5
	"Massachusetts"	"25"	"2018"	"2018"	"Essential (primary) hypertension"	"I10"	28	6902149	0.4
	"Massachusetts"	"25"	"2018"	"2018"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	80	6902149	1.2
	"Massachusetts"	"25"	"2018"	"2018"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	70	6902149	1.0
	"Massachusetts"	"25"	"2018"	"2018"	"Atherosclerotic heart disease"	"I25.1"	12	6902149	Unreliable
	"Massachusetts"	"25"	"2018"	"2018"	"Cardiac arrest, unspecified"	"I46.9"	37	6902149	0.5
	"Massachusetts"	"25"	"2018"	"2018"	"Cardiac arrhythmia, unspecified"	"I49.9"	19	6902149	Unreliable
	"Massachusetts"	"25"	"2018"	"2018"	"Other specified cerebrovascular diseases"	"I67.8"	17	6902149	Unreliable
	"Massachusetts"	"25"	"2018"	"2018"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	34	6902149	0.5
	"Massachusetts"	"25"	"2018"	"2018"	"Heroin"	"T40.1"	475	6902149	6.9
	"Massachusetts"	"25"	"2018"	"2018"	"Other opioids"	"T40.2"	253	6902149	3.7
	"Massachusetts"	"25"	"2018"	"2018"	"Methadone"	"T40.3"	88	6902149	1.3
	"Massachusetts"	"25"	"2018"	"2018"	"Other synthetic narcotics"	"T40.4"	1806	6902149	26.2
	"Massachusetts"	"25"	"2018"	"2018"	"Cocaine"	"T40.5"	716	6902149	10.4
	"Massachusetts"	"25"	"2018"	"2018"	"Other and unspecified narcotics"	"T40.6"	155	6902149	2.2
	"Massachusetts"	"25"	"2018"	"2018"	"Benzodiazepines"	"T42.4"	620	6902149	9.0
	"Massachusetts"	"25"	"2018"	"2018"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	55	6902149	0.8
	"Massachusetts"	"25"	"2018"	"2018"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	40	6902149	0.6
	"Massachusetts"	"25"	"2018"	"2018"	"Other and unspecified antidepressants"	"T43.2"	159	6902149	2.3
	"Massachusetts"	"25"	"2018"	"2018"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	24	6902149	0.3
	"Massachusetts"	"25"	"2018"	"2018"	"Psychostimulants with abuse potential"	"T43.6"	73	6902149	1.1
	"Massachusetts"	"25"	"2018"	"2018"	"Other and unspecified drugs primarily affecting the autonomic nervous system"	"T44.9"	10	6902149	Unreliable
	"Massachusetts"	"25"	"2018"	"2018"	"Antiallergic and antiemetic drugs"	"T45.0"	76	6902149	1.1
	"Massachusetts"	"25"	"2018"	"2018"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	22	6902149	0.3
	"Massachusetts"	"25"	"2018"	"2018"	"Antitussives"	"T48.3"	12	6902149	Unreliable
	"Massachusetts"	"25"	"2018"	"2018"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	216	6902149	3.1
	"Massachusetts"	"25"	"2018"	"2018"	"Ethanol"	"T51.0"	375	6902149	5.4
	"Massachusetts"	"25"	"2018"	"2018"	"Alcohol, unspecified"	"T51.9"	62	6902149	0.9
	"Massachusetts"	"25"	"2018"	"2018"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	38	6902149	0.6
	"Massachusetts"	"25"	"2018"	"2018"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1370	6902149	19.8
	"Massachusetts"	"25"	"2018"	"2018"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	718	6902149	10.4
	"Massachusetts"	"25"	"2018"	"2018"	"Accidental poisoning by and exposure to alcohol"	"X45"	407	6902149	5.9
	"Massachusetts"	"25"	"2018"	"2018"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	26	6902149	0.4
	"Massachusetts"	"25"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	54	6902149	0.8
	"Massachusetts"	"25"	"2018"	"2018"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	19	6902149	Unreliable
	"Massachusetts"	"25"	"2018"	"2018"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	15	6902149	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Septicaemia, unspecified"	"A41.9"	11	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Unspecified diabetes mellitus, without complications"	"E14.9"	32	9928300	0.3
	"Michigan"	"26"	"2016"	"2016"	"Obesity, unspecified"	"E66.9"	42	9928300	0.4
	"Michigan"	"26"	"2016"	"2016"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	27	9928300	0.3
	"Michigan"	"26"	"2016"	"2016"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	103	9928300	1.0
	"Michigan"	"26"	"2016"	"2016"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	14	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	205	9928300	2.1
	"Michigan"	"26"	"2016"	"2016"	"Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder"	"F13.9"	21	9928300	0.2
	"Michigan"	"26"	"2016"	"2016"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	13	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	91	9928300	0.9
	"Michigan"	"26"	"2016"	"2016"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	112	9928300	1.1
	"Michigan"	"26"	"2016"	"2016"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	471	9928300	4.7
	"Michigan"	"26"	"2016"	"2016"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	565	9928300	5.7
	"Michigan"	"26"	"2016"	"2016"	"Depressive episode, unspecified"	"F32.9"	25	9928300	0.3
	"Michigan"	"26"	"2016"	"2016"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	37	9928300	0.4
	"Michigan"	"26"	"2016"	"2016"	"Essential (primary) hypertension"	"I10"	21	9928300	0.2
	"Michigan"	"26"	"2016"	"2016"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	105	9928300	1.1
	"Michigan"	"26"	"2016"	"2016"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	73	9928300	0.7
	"Michigan"	"26"	"2016"	"2016"	"Atherosclerotic heart disease"	"I25.1"	50	9928300	0.5
	"Michigan"	"26"	"2016"	"2016"	"Dilated cardiomyopathy"	"I42.0"	11	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Cardiac arrest, unspecified"	"I46.9"	35	9928300	0.4
	"Michigan"	"26"	"2016"	"2016"	"Cardiomegaly"	"I51.7"	17	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Other specified cerebrovascular diseases"	"I67.8"	13	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Pneumonia, unspecified"	"J18.9"	52	9928300	0.5
	"Michigan"	"26"	"2016"	"2016"	"Emphysema, unspecified"	"J43.9"	16	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	50	9928300	0.5
	"Michigan"	"26"	"2016"	"2016"	"Acute respiratory failure"	"J96.0"	10	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Respiratory failure, unspecified"	"J96.9"	20	9928300	0.2
	"Michigan"	"26"	"2016"	"2016"	"Other and unspecified cirrhosis of liver"	"K74.6"	13	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Respiratory arrest"	"R09.2"	10	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Other chronic pain"	"R52.2"	14	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Insulin and oral hypoglycaemic [antidiabetic] drugs"	"T38.3"	10	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"4-Aminophenol derivatives"	"T39.1"	29	9928300	0.3
	"Michigan"	"26"	"2016"	"2016"	"Heroin"	"T40.1"	727	9928300	7.3
	"Michigan"	"26"	"2016"	"2016"	"Other opioids"	"T40.2"	560	9928300	5.6
	"Michigan"	"26"	"2016"	"2016"	"Methadone"	"T40.3"	149	9928300	1.5
	"Michigan"	"26"	"2016"	"2016"	"Other synthetic narcotics"	"T40.4"	921	9928300	9.3
	"Michigan"	"26"	"2016"	"2016"	"Cocaine"	"T40.5"	500	9928300	5.0
	"Michigan"	"26"	"2016"	"2016"	"Other and unspecified narcotics"	"T40.6"	66	9928300	0.7
	"Michigan"	"26"	"2016"	"2016"	"Barbiturates"	"T42.3"	15	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Benzodiazepines"	"T42.4"	410	9928300	4.1
	"Michigan"	"26"	"2016"	"2016"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	73	9928300	0.7
	"Michigan"	"26"	"2016"	"2016"	"Antiparkinsonism drugs and other central muscle-tone depressants"	"T42.8"	14	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	40	9928300	0.4
	"Michigan"	"26"	"2016"	"2016"	"Other and unspecified antidepressants"	"T43.2"	143	9928300	1.4
	"Michigan"	"26"	"2016"	"2016"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	56	9928300	0.6
	"Michigan"	"26"	"2016"	"2016"	"Psychostimulants with abuse potential"	"T43.6"	88	9928300	0.9
	"Michigan"	"26"	"2016"	"2016"	"Antiallergic and antiemetic drugs"	"T45.0"	53	9928300	0.5
	"Michigan"	"26"	"2016"	"2016"	"Calcium-channel blockers"	"T46.1"	14	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	61	9928300	0.6
	"Michigan"	"26"	"2016"	"2016"	"Antitussives"	"T48.3"	11	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	916	9928300	9.2
	"Michigan"	"26"	"2016"	"2016"	"Ethanol"	"T51.0"	105	9928300	1.1
	"Michigan"	"26"	"2016"	"2016"	"Alcohol, unspecified"	"T51.9"	153	9928300	1.5
	"Michigan"	"26"	"2016"	"2016"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	47	9928300	0.5
	"Michigan"	"26"	"2016"	"2016"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1174	9928300	11.8
	"Michigan"	"26"	"2016"	"2016"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	691	9928300	7.0
	"Michigan"	"26"	"2016"	"2016"	"Accidental poisoning by and exposure to alcohol"	"X45"	223	9928300	2.2
	"Michigan"	"26"	"2016"	"2016"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	30	9928300	0.3
	"Michigan"	"26"	"2016"	"2016"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	13	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	119	9928300	1.2
	"Michigan"	"26"	"2016"	"2016"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	18	9928300	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	67	9928300	0.7
	"Michigan"	"26"	"2016"	"2016"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	185	9928300	1.9
	"Michigan"	"26"	"2016"	"2016"	"Poisoning by and exposure to alcohol, undetermined intent"	"Y15"	19	9928300	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Septicaemia, unspecified"	"A41.9"	12	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Unspecified diabetes mellitus, without complications"	"E14.9"	20	9962311	0.2
	"Michigan"	"26"	"2017"	"2017"	"Obesity, unspecified"	"E66.9"	37	9962311	0.4
	"Michigan"	"26"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	97	9962311	1.0
	"Michigan"	"26"	"2017"	"2017"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	15	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	151	9962311	1.5
	"Michigan"	"26"	"2017"	"2017"	"Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder"	"F13.9"	12	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	12	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	71	9962311	0.7
	"Michigan"	"26"	"2017"	"2017"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	13	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	109	9962311	1.1
	"Michigan"	"26"	"2017"	"2017"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	475	9962311	4.8
	"Michigan"	"26"	"2017"	"2017"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	639	9962311	6.4
	"Michigan"	"26"	"2017"	"2017"	"Depressive episode, unspecified"	"F32.9"	22	9962311	0.2
	"Michigan"	"26"	"2017"	"2017"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	44	9962311	0.4
	"Michigan"	"26"	"2017"	"2017"	"Essential (primary) hypertension"	"I10"	30	9962311	0.3
	"Michigan"	"26"	"2017"	"2017"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	110	9962311	1.1
	"Michigan"	"26"	"2017"	"2017"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	78	9962311	0.8
	"Michigan"	"26"	"2017"	"2017"	"Atherosclerotic heart disease"	"I25.1"	48	9962311	0.5
	"Michigan"	"26"	"2017"	"2017"	"Dilated cardiomyopathy"	"I42.0"	12	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Cardiac arrest, unspecified"	"I46.9"	31	9962311	0.3
	"Michigan"	"26"	"2017"	"2017"	"Cardiac arrhythmia, unspecified"	"I49.9"	18	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Cardiomegaly"	"I51.7"	18	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Pneumonia, unspecified"	"J18.9"	59	9962311	0.6
	"Michigan"	"26"	"2017"	"2017"	"Emphysema, unspecified"	"J43.9"	28	9962311	0.3
	"Michigan"	"26"	"2017"	"2017"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	69	9962311	0.7
	"Michigan"	"26"	"2017"	"2017"	"Pulmonary oedema"	"J81"	10	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Respiratory failure, unspecified"	"J96.9"	12	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Alcoholic liver disease, unspecified"	"K70.9"	10	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Other and unspecified cirrhosis of liver"	"K74.6"	10	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Other and unspecified convulsions"	"R56.8"	12	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"4-Aminophenol derivatives"	"T39.1"	39	9962311	0.4
	"Michigan"	"26"	"2017"	"2017"	"Heroin"	"T40.1"	783	9962311	7.9
	"Michigan"	"26"	"2017"	"2017"	"Other opioids"	"T40.2"	510	9962311	5.1
	"Michigan"	"26"	"2017"	"2017"	"Methadone"	"T40.3"	148	9962311	1.5
	"Michigan"	"26"	"2017"	"2017"	"Other synthetic narcotics"	"T40.4"	1368	9962311	13.7
	"Michigan"	"26"	"2017"	"2017"	"Cocaine"	"T40.5"	643	9962311	6.5
	"Michigan"	"26"	"2017"	"2017"	"Other and unspecified narcotics"	"T40.6"	53	9962311	0.5
	"Michigan"	"26"	"2017"	"2017"	"Barbiturates"	"T42.3"	15	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Benzodiazepines"	"T42.4"	401	9962311	4.0
	"Michigan"	"26"	"2017"	"2017"	"Other antiepileptic and sedative-hypnotic drugs"	"T42.6"	74	9962311	0.7
	"Michigan"	"26"	"2017"	"2017"	"Antiparkinsonism drugs and other central muscle-tone depressants"	"T42.8"	13	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Tricyclic and tetracyclic antidepressants"	"T43.0"	52	9962311	0.5
	"Michigan"	"26"	"2017"	"2017"	"Other and unspecified antidepressants"	"T43.2"	136	9962311	1.4
	"Michigan"	"26"	"2017"	"2017"	"Phenothiazine antipsychotics and neuroleptics"	"T43.3"	10	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Other and unspecified antipsychotics and neuroleptics"	"T43.5"	45	9962311	0.5
	"Michigan"	"26"	"2017"	"2017"	"Psychostimulants with abuse potential"	"T43.6"	145	9962311	1.5
	"Michigan"	"26"	"2017"	"2017"	"Beta-adrenoreceptor antagonists, not elsewhere classified"	"T44.7"	12	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Other and unspecified drugs primarily affecting the autonomic nervous system"	"T44.9"	10	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Antiallergic and antiemetic drugs"	"T45.0"	80	9962311	0.8
	"Michigan"	"26"	"2017"	"2017"	"Skeletal muscle relaxants [neuromuscular blocking agents]"	"T48.1"	49	9962311	0.5
	"Michigan"	"26"	"2017"	"2017"	"Antitussives"	"T48.3"	11	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Other and unspecified drugs, medicaments and biological substances"	"T50.9"	797	9962311	8.0
	"Michigan"	"26"	"2017"	"2017"	"Ethanol"	"T51.0"	155	9962311	1.6
	"Michigan"	"26"	"2017"	"2017"	"Alcohol, unspecified"	"T51.9"	192	9962311	1.9
	"Michigan"	"26"	"2017"	"2017"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	11	9962311	Unreliable
	"Michigan"	"26"	"2017"	"2017"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	61	9962311	0.6
	"Michigan"	"26"	"2017"	"2017"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1426	9962311	14.3
	"Michigan"	"26"	"2017"	"2017"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	691	9962311	6.9
