"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced Cause"	"MCD - Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Massachusetts"	"25"	"2018"	"2018"	"All other alcohol-induced causes"	"A9"	1206	6902149	17.5
	"Massachusetts"	"25"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O9"	58919	6902149	853.6
	"Michigan"	"26"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	371	9897116	3.7
	"Michigan"	"26"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	102	9897116	1.0
	"Michigan"	"26"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	133	9897116	1.3
	"Michigan"	"26"	"1999"	"1999"	"All other drug-induced causes"	"D9"	726	9897116	7.3
	"Michigan"	"26"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	24	9897116	0.2
	"Michigan"	"26"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	1080	9897116	10.9
	"Michigan"	"26"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	86955	9897116	878.6
	"Michigan"	"26"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	434	9938444	4.4
	"Michigan"	"26"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	110	9938444	1.1
	"Michigan"	"26"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	183	9938444	1.8
	"Michigan"	"26"	"2000"	"2000"	"All other drug-induced causes"	"D9"	1009	9938444	10.2
	"Michigan"	"26"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	32	9938444	0.3
	"Michigan"	"26"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	1257	9938444	12.6
	"Michigan"	"26"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	86651	9938444	871.9
	"Michigan"	"26"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	434	9991120	4.3
	"Michigan"	"26"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	139	9991120	1.4
	"Michigan"	"26"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	188	9991120	1.9
	"Michigan"	"26"	"2001"	"2001"	"All other drug-induced causes"	"D9"	1097	9991120	11.0
	"Michigan"	"26"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	25	9991120	0.3
	"Michigan"	"26"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	1325	9991120	13.3
	"Michigan"	"26"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	86088	9991120	861.6
	"Michigan"	"26"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	509	10015710	5.1
	"Michigan"	"26"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	139	10015710	1.4
	"Michigan"	"26"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	243	10015710	2.4
	"Michigan"	"26"	"2002"	"2002"	"All other drug-induced causes"	"D9"	1163	10015710	11.6
	"Michigan"	"26"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	30	10015710	0.3
	"Michigan"	"26"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	1292	10015710	12.9
	"Michigan"	"26"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	87502	10015710	873.6
	"Michigan"	"26"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	501	10041152	5.0
	"Michigan"	"26"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	140	10041152	1.4
	"Michigan"	"26"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	254	10041152	2.5
	"Michigan"	"26"	"2003"	"2003"	"All other drug-induced causes"	"D9"	1217	10041152	12.1
	"Michigan"	"26"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	25	10041152	0.2
	"Michigan"	"26"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	1251	10041152	12.5
	"Michigan"	"26"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	86424	10041152	860.7
	"Michigan"	"26"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	578	10055315	5.7
	"Michigan"	"26"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	152	10055315	1.5
	"Michigan"	"26"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	249	10055315	2.5
	"Michigan"	"26"	"2004"	"2004"	"All other drug-induced causes"	"D9"	11828	10055315	117.6
	"Michigan"	"26"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	37	10055315	0.4
	"Michigan"	"26"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	1317	10055315	13.1
	"Michigan"	"26"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	84779	10055315	843.1
	"Michigan"	"26"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	766	10051137	7.6
	"Michigan"	"26"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	169	10051137	1.7
	"Michigan"	"26"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	180	10051137	1.8
	"Michigan"	"26"	"2005"	"2005"	"All other drug-induced causes"	"D9"	14180	10051137	141.1
	"Michigan"	"26"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	54	10051137	0.5
	"Michigan"	"26"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	1377	10051137	13.7
	"Michigan"	"26"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	86452	10051137	860.1
	"Michigan"	"26"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	923	10036081	9.2
	"Michigan"	"26"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	166	10036081	1.7
	"Michigan"	"26"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	204	10036081	2.0
	"Michigan"	"26"	"2006"	"2006"	"All other drug-induced causes"	"D9"	14561	10036081	145.1
	"Michigan"	"26"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	61	10036081	0.6
	"Michigan"	"26"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	1306	10036081	13.0
	"Michigan"	"26"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	85538	10036081	852.3
	"Michigan"	"26"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	911	10001284	9.1
	"Michigan"	"26"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	165	10001284	1.6
	"Michigan"	"26"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	218	10001284	2.2
	"Michigan"	"26"	"2007"	"2007"	"All other drug-induced causes"	"D9"	14454	10001284	144.5
	"Michigan"	"26"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	256	10001284	2.6
	"Michigan"	"26"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	1243	10001284	12.4
	"Michigan"	"26"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	86266	10001284	862.5
	"Michigan"	"26"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	909	9946889	9.1
	"Michigan"	"26"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	182	9946889	1.8
	"Michigan"	"26"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	213	9946889	2.1
	"Michigan"	"26"	"2008"	"2008"	"All other drug-induced causes"	"D9"	14685	9946889	147.6
	"Michigan"	"26"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	276	9946889	2.8
	"Michigan"	"26"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	1321	9946889	13.3
	"Michigan"	"26"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	87946	9946889	884.2
	"Michigan"	"26"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1044	9901591	10.5
	"Michigan"	"26"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	188	9901591	1.9
	"Michigan"	"26"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	249	9901591	2.5
	"Michigan"	"26"	"2009"	"2009"	"All other drug-induced causes"	"D9"	14669	9901591	148.1
	"Michigan"	"26"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	284	9901591	2.9
	"Michigan"	"26"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	1445	9901591	14.6
	"Michigan"	"26"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	85925	9901591	867.8
	"Michigan"	"26"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1035	9883640	10.5
	"Michigan"	"26"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	216	9883640	2.2
	"Michigan"	"26"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	221	9883640	2.2
	"Michigan"	"26"	"2010"	"2010"	"All other drug-induced causes"	"D9"	14661	9883640	148.3
	"Michigan"	"26"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	280	9883640	2.8
	"Michigan"	"26"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	1535	9883640	15.5
	"Michigan"	"26"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	87471	9883640	885.0
	"Michigan"	"26"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1077	9876187	10.9
	"Michigan"	"26"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	153	9876187	1.5
	"Michigan"	"26"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	248	9876187	2.5
	"Michigan"	"26"	"2011"	"2011"	"All other drug-induced causes"	"D9"	15266	9876187	154.6
	"Michigan"	"26"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	306	9876187	3.1
	"Michigan"	"26"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	1477	9876187	15.0
	"Michigan"	"26"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	89008	9876187	901.2
	"Michigan"	"26"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	992	9883360	10.0
	"Michigan"	"26"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	170	9883360	1.7
	"Michigan"	"26"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	205	9883360	2.1
	"Michigan"	"26"	"2012"	"2012"	"All other drug-induced causes"	"D9"	15263	9883360	154.4
	"Michigan"	"26"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	299	9883360	3.0
	"Michigan"	"26"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	1485	9883360	15.0
	"Michigan"	"26"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	89377	9883360	904.3
	"Michigan"	"26"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1249	9895622	12.6
	"Michigan"	"26"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	175	9895622	1.8
	"Michigan"	"26"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	210	9895622	2.1
	"Michigan"	"26"	"2013"	"2013"	"All other drug-induced causes"	"D9"	15864	9895622	160.3
	"Michigan"	"26"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	324	9895622	3.3
	"Michigan"	"26"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	1540	9895622	15.6
	"Michigan"	"26"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	91950	9895622	929.2
	"Michigan"	"26"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1402	9909877	14.1
	"Michigan"	"26"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	191	9909877	1.9
	"Michigan"	"26"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	253	9909877	2.6
	"Michigan"	"26"	"2014"	"2014"	"All other drug-induced causes"	"D9"	16280	9909877	164.3
	"Michigan"	"26"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	351	9909877	3.5
	"Michigan"	"26"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	1579	9909877	15.9
	"Michigan"	"26"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	93450	9909877	943.0
	"Michigan"	"26"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1598	9922576	16.1
	"Michigan"	"26"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	186	9922576	1.9
	"Michigan"	"26"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	252	9922576	2.5
	"Michigan"	"26"	"2015"	"2015"	"All other drug-induced causes"	"D9"	13242	9922576	133.5
	"Michigan"	"26"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	389	9922576	3.9
	"Michigan"	"26"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	1642	9922576	16.5
	"Michigan"	"26"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	94625	9922576	953.6
	"Michigan"	"26"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1986	9928300	20.0
	"Michigan"	"26"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	172	9928300	1.7
	"Michigan"	"26"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	285	9928300	2.9
	"Michigan"	"26"	"2016"	"2016"	"All other drug-induced causes"	"D9"	16793	9928300	169.1
	"Michigan"	"26"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	450	9928300	4.5
	"Michigan"	"26"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	1759	9928300	17.7
	"Michigan"	"26"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	95641	9928300	963.3
	"Michigan"	"26"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2251	9962311	22.6
	"Michigan"	"26"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	198	9962311	2.0
	"Michigan"	"26"	"2017"	"2017"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	335	9962311	3.4
	"Michigan"	"26"	"2017"	"2017"	"All other drug-induced causes"	"D9"	16725	9962311	167.9
	"Michigan"	"26"	"2017"	"2017"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	514	9962311	5.2
	"Michigan"	"26"	"2017"	"2017"	"All other alcohol-induced causes"	"A9"	1790	9962311	18.0
	"Michigan"	"26"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O9"	97052	9962311	974.2
	"Michigan"	"26"	"2018"	"2018"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2244	9995915	22.4
	"Michigan"	"26"	"2018"	"2018"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	155	9995915	1.6
	"Michigan"	"26"	"2018"	"2018"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	279	9995915	2.8
	"Michigan"	"26"	"2018"	"2018"	"All other drug-induced causes"	"D9"	16659	9995915	166.7
	"Michigan"	"26"	"2018"	"2018"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	506	9995915	5.1
	"Michigan"	"26"	"2018"	"2018"	"All other alcohol-induced causes"	"A9"	1844	9995915	18.4
	"Michigan"	"26"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O9"	98433	9995915	984.7
	"Minnesota"	"27"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	94	4873481	1.9
	"Minnesota"	"27"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	53	4873481	1.1
	"Minnesota"	"27"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	17	4873481	Unreliable
	"Minnesota"	"27"	"1999"	"1999"	"All other drug-induced causes"	"D9"	515	4873481	10.6
	"Minnesota"	"27"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	35	4873481	0.7
	"Minnesota"	"27"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	706	4873481	14.5
	"Minnesota"	"27"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	38472	4873481	789.4
	"Minnesota"	"27"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	104	4919479	2.1
	"Minnesota"	"27"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	43	4919479	0.9
	"Minnesota"	"27"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	13	4919479	Unreliable
	"Minnesota"	"27"	"2000"	"2000"	"All other drug-induced causes"	"D9"	567	4919479	11.5
	"Minnesota"	"27"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	20	4919479	0.4
	"Minnesota"	"27"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	787	4919479	16.0
	"Minnesota"	"27"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	37619	4919479	764.7
	"Minnesota"	"27"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	134	4982796	2.7
	"Minnesota"	"27"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	73	4982796	1.5
	"Minnesota"	"27"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	15	4982796	Unreliable
	"Minnesota"	"27"	"2001"	"2001"	"All other drug-induced causes"	"D9"	579	4982796	11.6
	"Minnesota"	"27"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	33	4982796	0.7
	"Minnesota"	"27"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	787	4982796	15.8
	"Minnesota"	"27"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	37671	4982796	756.0
	"Minnesota"	"27"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	165	5018935	3.3
	"Minnesota"	"27"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	60	5018935	1.2
	"Minnesota"	"27"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	5018935	Unreliable
	"Minnesota"	"27"	"2002"	"2002"	"All other drug-induced causes"	"D9"	616	5018935	12.3
	"Minnesota"	"27"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	45	5018935	0.9
	"Minnesota"	"27"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	829	5018935	16.5
	"Minnesota"	"27"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	38448	5018935	766.1
	"Minnesota"	"27"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	196	5053572	3.9
	"Minnesota"	"27"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	65	5053572	1.3
	"Minnesota"	"27"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	25	5053572	0.5
	"Minnesota"	"27"	"2003"	"2003"	"All other drug-induced causes"	"D9"	681	5053572	13.5
	"Minnesota"	"27"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	42	5053572	0.8
	"Minnesota"	"27"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	831	5053572	16.4
	"Minnesota"	"27"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	37562	5053572	743.3
	"Minnesota"	"27"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	198	5087713	3.9
	"Minnesota"	"27"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	62	5087713	1.2
	"Minnesota"	"27"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	23	5087713	0.5
	"Minnesota"	"27"	"2004"	"2004"	"All other drug-induced causes"	"D9"	742	5087713	14.6
	"Minnesota"	"27"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	43	5087713	0.8
	"Minnesota"	"27"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	893	5087713	17.6
	"Minnesota"	"27"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	36966	5087713	726.6
	"Minnesota"	"27"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	214	5119598	4.2
	"Minnesota"	"27"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	70	5119598	1.4
	"Minnesota"	"27"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	29	5119598	0.6
	"Minnesota"	"27"	"2005"	"2005"	"All other drug-induced causes"	"D9"	860	5119598	16.8
	"Minnesota"	"27"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	50	5119598	1.0
	"Minnesota"	"27"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	950	5119598	18.6
	"Minnesota"	"27"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	37452	5119598	731.5
	"Minnesota"	"27"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	243	5163555	4.7
	"Minnesota"	"27"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	81	5163555	1.6
	"Minnesota"	"27"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	43	5163555	0.8
	"Minnesota"	"27"	"2006"	"2006"	"All other drug-induced causes"	"D9"	856	5163555	16.6
	"Minnesota"	"27"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	80	5163555	1.5
	"Minnesota"	"27"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	996	5163555	19.3
	"Minnesota"	"27"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	36966	5163555	715.9
	"Minnesota"	"27"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	246	5207203	4.7
	"Minnesota"	"27"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	67	5207203	1.3
	"Minnesota"	"27"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	43	5207203	0.8
	"Minnesota"	"27"	"2007"	"2007"	"All other drug-induced causes"	"D9"	777	5207203	14.9
	"Minnesota"	"27"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	277	5207203	5.3
	"Minnesota"	"27"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	720	5207203	13.8
	"Minnesota"	"27"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	37060	5207203	711.7
	"Minnesota"	"27"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	258	5247018	4.9
	"Minnesota"	"27"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	84	5247018	1.6
	"Minnesota"	"27"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	61	5247018	1.2
	"Minnesota"	"27"	"2008"	"2008"	"All other drug-induced causes"	"D9"	810	5247018	15.4
	"Minnesota"	"27"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	347	5247018	6.6
	"Minnesota"	"27"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	771	5247018	14.7
	"Minnesota"	"27"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	38407	5247018	732.0
	"Minnesota"	"27"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	304	5281203	5.8
	"Minnesota"	"27"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	81	5281203	1.5
	"Minnesota"	"27"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	53	5281203	1.0
	"Minnesota"	"27"	"2009"	"2009"	"All other drug-induced causes"	"D9"	846	5281203	16.0
	"Minnesota"	"27"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	346	5281203	6.6
	"Minnesota"	"27"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	835	5281203	15.8
	"Minnesota"	"27"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	37750	5281203	714.8
	"Minnesota"	"27"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	298	5303925	5.6
	"Minnesota"	"27"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	84	5303925	1.6
	"Minnesota"	"27"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	45	5303925	0.8
	"Minnesota"	"27"	"2010"	"2010"	"All other drug-induced causes"	"D9"	896	5303925	16.9
	"Minnesota"	"27"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	361	5303925	6.8
	"Minnesota"	"27"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	834	5303925	15.7
	"Minnesota"	"27"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	38872	5303925	732.9
	"Minnesota"	"27"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	410	5344861	7.7
	"Minnesota"	"27"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	105	5344861	2.0
	"Minnesota"	"27"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	32	5344861	0.6
	"Minnesota"	"27"	"2011"	"2011"	"All other drug-induced causes"	"D9"	4514	5344861	84.5
	"Minnesota"	"27"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	385	5344861	7.2
	"Minnesota"	"27"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	903	5344861	16.9
